SURVEY,YEAR,SITE,TREATMENT,BLOCK,PLOT,SPECIES,ORIGINAL_TAG,NEW_TAG,DEAD,HEIGHT,AXIS_1,AXIS_2,CIRC,MEASUREMENT,STEMS
1,2009,NORTH,MESO,2,N2MESO,Acacia_brevispica,3387,NA,N,1.7,1.5,1,7.9,D,4
2,2010,NORTH,MESO,2,N2MESO,Acacia_brevispica,3387,NA,N,1.55,1.6,1.2,4,D,5
3,2011,NORTH,MESO,2,N2MESO,Acacia_brevispica,3387,NA,N,1.95,1.4,1.3,6,C,1
4,2012,NORTH,MESO,2,N2MESO,Acacia_brevispica,3387,NA,N,2,1.8,1.9,7,C,1
5,2013,NORTH,MESO,2,N2MESO,Acacia_brevispica,3387,NA,N,1.92,1.7,1.7,5,D,3
1,2009,NORTH,MESO,2,N2MESO,Acacia_brevispica,3388,NA,N,1.9,1,1.3,4.1,D,10
2,2010,NORTH,MESO,2,N2MESO,Acacia_brevispica,3388,NA,N,1.85,1.3,1.2,3.6,D,6
3,2011,NORTH,MESO,2,N2MESO,Acacia_brevispica,3388,NA,N,2.4,2,2.4,7,C,1
4,2012,NORTH,MESO,2,N2MESO,Acacia_brevispica,3388,NA,N,1.79,1,1,6,C,1
5,2013,NORTH,MESO,2,N2MESO,Acacia_brevispica,3388,NA,N,1.8,1.5,2.3,3.5,D,8
1,2009,NORTH,MESO,2,N2MESO,Acacia_brevispica,3389,NA,N,1.63,1.5,1.1,4.3,D,15
2,2010,NORTH,MESO,2,N2MESO,Acacia_brevispica,3389,NA,N,1.75,1.3,0.9,3.6,D,5
3,2011,NORTH,MESO,2,N2MESO,Acacia_brevispica,3389,NA,N,1.8,1.4,1.6,6,C,4
4,2012,NORTH,MESO,2,N2MESO,Acacia_brevispica,3389,NA,N,1.85,1.1,1,8,C,1
5,2013,NORTH,MESO,2,N2MESO,Acacia_brevispica,3389,NA,N,1.92,1.8,2,7,D,4
1,2009,NORTH,MESO,2,N2MESO,Acacia_brevispica,3390,NA,N,1.73,1.6,1.5,6,D,8
2,2010,NORTH,MESO,2,N2MESO,Acacia_brevispica,3390,NA,N,1.9,1.3,1.2,5.6,D,6
3,2011,NORTH,MESO,2,N2MESO,Acacia_brevispica,3390,NA,N,2.6,1,0.9,7,C,4
4,2012,NORTH,MESO,2,N2MESO,Acacia_brevispica,3390,NA,N,2.5,1,1.7,7,C,1
5,2013,NORTH,MESO,2,N2MESO,Acacia_brevispica,3390,NA,N,2.43,2,1.8,6,D,5
1,2009,NORTH,MESO,2,N2MESO,Croton,3401,NA,N,1.85,1.5,1.3,6.7,D,3
2,2010,NORTH,MESO,2,N2MESO,Croton,3401,NA,N,1.9,1.5,1.4,8.3,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3401,NA,N,2.35,1.8,1.5,9,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3401,NA,N,2.15,1.9,1.7,10,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3401,NA,N,2.31,2.1,2.1,10.5,D,3
1,2009,NORTH,MESO,2,N2MESO,Croton,3402,NA,N,1.7,1.6,1.95,4.8,D,8
2,2010,NORTH,MESO,2,N2MESO,Croton,3402,NA,N,2.3,2,3,9.2,D,11
3,2011,NORTH,MESO,2,N2MESO,Croton,3402,NA,N,1.97,2.2,2.3,9,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3402,NA,N,1.9,2,2,7,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3402,NA,N,2.05,2.8,2.7,7.5,D,9
1,2009,NORTH,MESO,2,N2MESO,Croton,3403,NA,N,1.55,1.4,1.17,10.3,D,4
2,2010,NORTH,MESO,2,N2MESO,Croton,3403,NA,N,1.4,1.8,1.7,7.8,D,4
3,2011,NORTH,MESO,2,N2MESO,Croton,3403,NA,N,1.5,1.3,1.2,9,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3403,NA,N,1.5,1.4,1.3,11,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3403,NA,N,NA,NA,NA,NA,NA,NA
1,2009,NORTH,MESO,2,N2MESO,Croton,3404,NA,N,2.3,2.4,2.5,15.7,D,2
2,2010,NORTH,MESO,2,N2MESO,Croton,3404,NA,N,2.6,2.45,2.1,16.6,D,4
3,2011,NORTH,MESO,2,N2MESO,Croton,3404,NA,N,2.5,2.2,1.9,13,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3404,NA,Y,NA,NA,NA,NA,NA,NA
5,2013,NORTH,MESO,2,N2MESO,Croton,3404,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,NORTH,MESO,2,N2MESO,Croton,3405,NA,N,1.65,1.55,1.3,6.8,D,1
2,2010,NORTH,MESO,2,N2MESO,Croton,3405,NA,N,1.6,2.3,1.8,7.5,D,16
3,2011,NORTH,MESO,2,N2MESO,Croton,3405,NA,N,1.8,1.7,1.8,9,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3405,NA,N,1.81,2.5,2,8,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3405,NA,N,1.95,2.1,2,8.5,D,1
1,2009,NORTH,MESO,2,N2MESO,Croton,3406,NA,N,1.6,1.35,1.1,12,D,1
2,2010,NORTH,MESO,2,N2MESO,Croton,3406,NA,N,1.5,1.4,1.2,9.5,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3406,NA,N,1.6,1.1,1.3,6,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3406,NA,N,1.58,1.7,1.3,13,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3406,NA,N,1.96,2,1.8,8.5,D,1
1,2009,NORTH,MESO,2,N2MESO,Croton,3407,NA,N,1.9,1.2,1.45,6.6,D,1
2,2010,NORTH,MESO,2,N2MESO,Croton,3407,NA,Y,2.1,1.3,1.2,12.6,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3407,NA,Y,1.5,1.4,1.2,7,C,7
4,2012,NORTH,MESO,2,N2MESO,Croton,3407,NA,Y,NA,NA,NA,NA,NA,NA
5,2013,NORTH,MESO,2,N2MESO,Croton,3407,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,NORTH,MESO,2,N2MESO,Croton,3408,NA,N,1.74,1.85,2.55,12.7,D,2
2,2010,NORTH,MESO,2,N2MESO,Croton,3408,NA,Y,1.8,2.5,2.2,16.2,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3408,NA,Y,1.7,1.4,1.1,11,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3408,NA,Y,NA,NA,NA,NA,NA,NA
5,2013,NORTH,MESO,2,N2MESO,Croton,3408,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,NORTH,MESO,2,N2MESO,Croton,3409,NA,N,1.75,1.9,1.95,6.6,D,2
2,2010,NORTH,MESO,2,N2MESO,Croton,3409,NA,N,1.9,1.6,1.75,4.8,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3409,NA,N,1.4,1.3,1.2,8,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3409,NA,N,1.72,1.1,1.5,6,C,1
5,2013,NORTH,MESO,2,N2MESO,Croton,3409,NA,N,2.06,1.7,1.2,8.5,D,1
1,2009,NORTH,MESO,2,N2MESO,Croton,3410,NA,N,1,0.62,0.75,10.6,D,2
2,2010,NORTH,MESO,2,N2MESO,Croton,3410,NA,N,1,0.65,0.7,10.8,D,1
3,2011,NORTH,MESO,2,N2MESO,Croton,3410,NA,N,1,0.5,0.6,6,C,1
4,2012,NORTH,MESO,2,N2MESO,Croton,3410,NA,Y,NA,NA,NA,NA,NA,NA
5,2013,NORTH,MESO,2,N2MESO,Croton,3410,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3441,NA,N,2.84,4,3.3,31.2,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3441,NA,N,2.75,4.3,4.9,25.3,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3441,NA,N,3,4.2,4.5,NA,NA,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3441,NA,N,3.05,6.4,5.6,NA,NA,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3441,NA,N,3.1,6.3,4.8,46,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3442,NA,N,2.79,4,4.1,60,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3442,NA,N,2.7,4.1,3.7,22.1,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3442,NA,N,3.1,4.7,3.7,40,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3442,NA,N,3.45,6.2,5,45,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3442,NA,N,3.17,5.1,5,42,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3443,NA,N,2.23,2.5,2.2,18.4,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3443,NA,N,2.15,2.7,2.4,17.6,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3443,NA,N,2.2,1.9,2.1,21,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3443,NA,N,2.15,2.3,2,20,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3443,NA,N,2.13,2.9,2.5,20,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3444,NA,N,2.76,4.4,3.6,55,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3444,NA,N,2.8,3.9,4.9,31.4,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3444,NA,N,3.2,4.8,4,NA,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3444,NA,N,3.1,5.5,5,35,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3444,NA,N,3.65,7,5.4,42,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3445,NA,N,1.68,2.8,2.9,13.6,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3445,NA,N,1.75,2,2.2,13.5,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3445,NA,N,1.7,2.5,2.1,21,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3445,NA,N,1.7,3,3,15,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3445,NA,N,1.8,3,2.9,19,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3446,NA,N,3.25,4.5,4.9,18.3,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3446,NA,N,3.45,4.3,4.9,16.5,D,5
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3446,NA,N,3.85,5.6,5.5,24,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3446,NA,N,3.8,7.3,6.1,25,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3446,NA,N,4.4,7.1,6.4,29,D,3
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3447,NA,N,2.92,4.6,3.8,26.2,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3447,NA,N,3,3.9,4.2,27.2,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3447,NA,N,3.5,4.5,4,43,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3447,NA,N,3.6,5,5,43,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3447,NA,N,4.03,4.1,4,43,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3448,NA,N,2.93,3.6,3.4,30.6,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3448,NA,N,3.1,3.95,3.9,26.5,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3448,NA,N,3.5,4.2,3.8,34,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3448,NA,N,3.7,5,4.5,40,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3448,NA,N,3.58,5.1,4.5,40,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3449,NA,N,1.7,2.2,1.8,9,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3449,NA,N,1.55,2.7,2.6,7.7,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3449,NA,N,1.9,2.7,2.2,9,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3449,NA,N,2.1,3.3,2.9,18,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3449,NA,N,2.45,3,2.7,14,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3450,NA,N,2.29,3.6,4.2,26.8,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3450,NA,N,2.55,3.6,3.9,27.9,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3450,NA,N,2.4,5.2,4.7,31,C,2
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3450,NA,N,2.1,4.8,3.9,30,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_etbaica,3450,NA,N,2.76,4.5,3.6,39,D,2
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3461,NA,N,2.4,3.1,2.9,13.9,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3461,NA,N,2.15,3.3,3,12.9,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3461,NA,N,1.9,3.2,3.5,16,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3461,NA,N,1.95,4,3.6,17,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3461,NA,N,2.25,4.5,4.4,18,D,2
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3462,NA,N,1.97,2.5,2.6,12.8,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3462,NA,N,2.05,3.1,3.1,13.4,D,3
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3462,NA,N,2,3.6,3.7,15,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3462,NA,N,1.9,3.2,2.6,17,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3462,NA,N,2.08,4,4,17,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3463,NA,N,2.17,2.8,3.1,16.2,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3463,NA,N,2.25,3,2.85,14.8,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3463,NA,N,2.3,4,3.7,19,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3463,NA,N,2,4.3,4,20,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3463,NA,N,2.05,3.3,3.2,20,D,2
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3464,NA,N,2.63,5.1,4,31.2,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3464,NA,N,2.9,4.6,4.3,31.5,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3464,NA,N,2.75,4.2,4.8,33,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3464,NA,N,2.6,5,5,40,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3464,NA,N,2.51,4.6,4.4,32,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3465,NA,N,3.18,2.1,4,25.5,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3465,NA,N,3.84,4.5,4.5,29.7,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3465,NA,N,3.45,5.4,6.5,34,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3465,NA,N,3.4,6,5.4,35,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3465,NA,N,3.69,6.5,6,38,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3466,NA,N,1.35,1.1,1.5,3.7,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3466,NA,N,1.2,4.1,1.55,5.2,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3466,NA,N,1.6,2.9,1.95,10,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3466,NA,N,4.37,5.6,8.1,NA,NA,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3466,NA,N,2.35,2.5,2.5,12,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3467,NA,N,2.3,2.8,3.5,20.2,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3467,NA,N,2.33,3.9,3.6,22.3,D,1
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3467,NA,N,2.9,5.5,4.6,25,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3467,NA,N,3.45,6.3,6,NA,NA,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3467,NA,N,3.82,6,5.1,40,D,2
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3468,NA,N,2.22,3.2,2.95,23.3,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3468,NA,N,2.51,3.4,3,22.2,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3468,NA,N,2.55,5.1,3.8,28,C,2
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3468,NA,N,2.85,5,4.7,NA,NA,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3468,NA,N,3.45,5,4.7,32,D,3
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3469,NA,N,2.57,4.7,3.6,27.5,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3469,NA,N,2.1,3.5,3.4,25.4,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3469,NA,N,2.3,4.8,3.8,48,C,2
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3469,NA,N,2.5,4.1,4,29,C,2
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3469,NA,N,2.75,5.3,4.8,46,D,2
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3470,NA,N,2.35,4.2,3.9,23.2,D,3
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3470,NA,N,2.66,5.2,5,23.1,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3470,NA,N,2.9,5.4,5.9,30,C,3
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3470,NA,N,3.05,6,5,39,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_mellifera,3470,NA,N,3.95,5.8,5.6,38,D,3
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3481,NA,N,1.9,3,1.7,3.1,D,37
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3481,NA,N,1.9,1.6,2.05,4.1,D,17
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3481,NA,N,1.85,2.5,2.2,5,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3481,NA,N,1.95,2.9,2.3,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3481,NA,N,2.58,3.6,3.3,6,D,13
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3482,NA,N,1.97,1.55,1.6,4.7,D,14
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3482,NA,N,1.53,1.25,1.15,4.4,D,12
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3482,NA,N,2.6,2.4,2,8,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3482,NA,N,4,3.6,3.4,6,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3482,NA,N,4.2,3.2,2.9,10,D,NA
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3483,NA,N,2,1.5,2.1,5.7,D,11
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3483,NA,N,1.25,1.3,2.1,4.1,D,10
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3483,NA,N,2.1,2.1,2,7,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3483,NA,N,2.1,2.6,3,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3483,NA,N,2.42,2.6,2.1,7,D,9
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3484,NA,N,1.74,0.8,1.1,4.5,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3484,NA,N,1.82,1.2,1.6,3.7,D,4
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3484,NA,N,2.64,1.5,1.4,7,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3484,NA,N,2.95,2.5,2.2,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3484,NA,N,3.2,2.7,2.65,9.5,D,5
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3485,NA,N,1.45,0.7,1.2,2.7,D,3
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3485,NA,N,1.55,1.1,1.2,3.5,D,3
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3485,NA,N,1.8,1.7,1.4,5,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3485,NA,N,1.85,2.8,2.3,6,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3485,NA,N,2,2.2,2.3,5,D,4
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3486,NA,N,3.3,2.7,3.1,7.1,D,32
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3486,NA,N,2.6,3.1,3,5.7,D,19
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3486,NA,N,3.2,3.7,4,7,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3486,NA,N,4.1,6.4,4.9,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3486,NA,N,4.15,4.5,5.9,8,D,9
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3487,NA,N,2.04,1.2,1.9,5.4,D,8
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3487,NA,N,2.1,1.8,1.75,5.5,D,9
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3487,NA,N,2.1,2.5,2,8,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3487,NA,N,2.42,3.1,3,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3487,NA,N,3.35,2.8,3.8,6,D,4
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3488,NA,N,1.6,1.2,1.05,5.5,D,5
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3488,NA,N,2,1.1,1.3,5.8,D,6
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3488,NA,N,2.15,1.8,1.5,6,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3488,NA,N,2.6,2.5,3,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3488,NA,N,2.99,2.6,1.7,7.5,D,7
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3489,NA,N,1.4,0.9,0.7,4.5,D,4
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3489,NA,N,1.4,1,1.3,3.4,D,2
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3489,NA,N,1.75,1.4,1.2,7,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3489,NA,N,1.65,2.3,2,6,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3489,NA,N,4.13,4,2.7,8,D,4
1,2009,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3490,NA,N,1.64,0.75,0.95,4.2,D,4
2,2010,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3490,NA,N,2,2.1,1.8,3.2,D,4
3,2011,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3490,NA,N,2.5,2.2,1.9,10,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3490,NA,N,3,3.5,3.9,7,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Acacia_brevispica,3490,NA,N,3.09,2.3,1.9,11,D,4
1,2009,NORTH,TOTAL,3,N3TOTAL,Croton,3501,NA,N,1.99,1.4,2.5,15.2,D,1
2,2010,NORTH,TOTAL,3,N3TOTAL,Croton,3501,NA,N,1.9,2.4,2.3,12.6,D,4
3,2011,NORTH,TOTAL,3,N3TOTAL,Croton,3501,NA,N,1.95,3.1,2.7,17,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Croton,3501,NA,N,2.1,2.9,2.7,10,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Croton,3501,NA,N,2.2,3.3,2.5,29,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Croton,3502,NA,N,2.54,3.8,4,9,D,5
2,2010,NORTH,TOTAL,3,N3TOTAL,Croton,3502,NA,N,2.2,3.2,2.7,7.1,D,7
3,2011,NORTH,TOTAL,3,N3TOTAL,Croton,3502,NA,N,2.65,3.75,3.55,13,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Croton,3502,NA,N,2.9,3.6,3.5,10,C,1
5,2013,NORTH,TOTAL,3,N3TOTAL,Croton,3502,NA,N,2.81,4,3.3,14,D,1
1,2009,NORTH,TOTAL,3,N3TOTAL,Croton,3503,NA,N,1.55,1.7,1.9,17.9,D,2
2,2010,NORTH,TOTAL,3,N3TOTAL,Croton,3503,NA,N,1.55,2.4,2.2,8.7,D,9
3,2011,NORTH,TOTAL,3,N3TOTAL,Croton,3503,NA,N,1.75,2.6,2.9,22,C,1
4,2012,NORTH,TOTAL,3,N3TOTAL,Croton,3503,NA,N,1.86,2.3,3,22,C,1
